movieId,avg_rating,avg_sentiment,rating_variance,fairness_score,category
7254,3.7,0.0,0.868,0.24,Overrated
7255,3.143,0.013,0.226,0.122,Fair
7256,4.0,0.0,0.357,0.3,Overrated
7257,2.5,0.013,0.25,0.006,Fair
7258,2.75,0.013,0.75,0.044,Fair
7259,2.667,0.013,0.583,0.027,Fair
7260,3.5,0.013,0.0,0.194,Fair
7261,2.167,0.013,1.583,0.073,Controversial
7262,2.0,0.013,0.0,0.106,Fair
7263,3.35,0.013,0.503,0.164,Fair
7264,4.0,0.013,0.0,0.294,Overrated
7265,3.731,0.013,0.359,0.24,Overrated
7266,4.0,0.013,0.0,0.294,Overrated
7282,1.0,0.013,0.0,0.306,Underrated
7285,3.611,0.0,0.361,0.222,Overrated
7292,2.5,0.013,0.0,0.006,Fair
7293,3.617,0.013,0.709,0.217,Overrated
7294,3.25,0.013,0.417,0.144,Fair
7297,3.667,0.013,0.083,0.227,Overrated
7299,3.667,0.013,0.083,0.227,Overrated
7301,3.5,0.0,0.0,0.2,Fair
7302,3.5,0.013,0.0,0.194,Fair
7303,4.0,0.013,0.167,0.294,Overrated
7304,4.0,0.013,0.0,0.294,Overrated
7305,2.5,0.013,0.0,0.006,Fair
7306,3.0,0.013,0.0,0.094,Fair
7307,3.167,0.013,0.333,0.127,Fair
7308,2.5,0.013,0.0,0.006,Fair
7310,3.333,0.013,0.583,0.16,Fair
7311,3.667,0.013,0.083,0.227,Overrated
7315,2.0,0.013,0.0,0.106,Fair
7316,2.375,0.013,0.562,0.031,Fair
7317,3.321,0.013,0.908,0.158,Fair
7318,3.25,0.0,0.681,0.15,Fair
7319,2.214,0.013,0.655,0.064,Fair
7320,3.4,0.013,0.675,0.174,Fair
7321,2.75,0.013,1.125,0.044,Fair
7323,3.804,0.0,0.835,0.261,Overrated
7324,3.292,0.013,0.157,0.152,Fair
7325,3.286,0.013,0.639,0.151,Fair
7326,3.5,0.013,0.0,0.194,Fair
7327,3.75,0.013,0.875,0.244,Overrated
7328,3.5,0.013,0.0,0.194,Fair
7333,4.25,0.013,0.125,0.344,Overrated
7335,4.0,0.013,0.0,0.294,Overrated
7336,3.5,0.013,0.0,0.194,Fair
7340,2.75,0.013,0.917,0.044,Fair
7344,3.5,0.013,0.0,0.194,Fair
7345,4.0,0.013,0.0,0.294,Overrated
7346,3.125,0.013,1.234,0.119,Controversial
7347,3.5,0.013,0.346,0.194,Fair
7348,3.5,0.013,0.0,0.194,Fair
7349,3.0,0.013,0.0,0.094,Fair
7352,4.0,0.013,0.0,0.294,Overrated
7354,3.333,0.013,0.083,0.16,Fair
7357,3.5,0.013,0.0,0.194,Fair
7360,3.912,0.013,0.976,0.276,Overrated
7361,4.195,0.235,0.502,0.221,Overrated
7362,3.25,0.013,0.083,0.144,Fair
7364,4.0,0.013,0.0,0.294,Overrated
7366,2.938,0.013,0.96,0.081,Fair
7367,2.962,0.013,0.936,0.086,Fair
7368,3.5,0.013,0.0,0.194,Fair
7369,2.3,0.013,0.325,0.046,Fair
7371,4.025,0.0,0.828,0.305,Overrated
7372,3.0,0.013,0.0,0.094,Fair
7373,3.463,0.013,0.805,0.186,Fair
7375,3.071,0.013,0.536,0.108,Fair
7376,3.0,0.013,1.1,0.094,Fair
7377,3.5,0.013,0.0,0.194,Fair
7379,3.5,0.013,0.3,0.194,Fair
7380,3.357,0.013,0.143,0.165,Fair
7381,3.143,0.013,1.226,0.122,Controversial
7382,4.25,0.0,0.125,0.35,Overrated
7386,3.75,0.013,0.417,0.244,Overrated
7387,4.024,0.013,1.012,0.298,Overrated
7390,1.5,0.013,0.0,0.206,Underrated
7394,2.5,0.013,0.0,0.006,Fair
7395,2.75,0.013,3.125,0.044,Controversial
7396,4.0,0.013,0.167,0.294,Overrated
7411,1.5,0.013,0.0,0.206,Underrated
7414,2.5,0.013,0.0,0.006,Fair
7419,3.812,0.013,0.067,0.256,Overrated
7438,3.905,0.0,0.759,0.281,Overrated
7439,3.467,1.0,0.874,0.307,Underrated
7440,3.25,0.0,1.125,0.15,Fair
7443,3.5,0.013,0.0,0.194,Fair
7444,3.19,0.0,0.412,0.138,Fair
7445,3.639,0.013,0.88,0.221,Overrated
7448,2.75,0.013,0.083,0.044,Fair
7449,2.5,0.013,0.0,0.006,Fair
7450,2.75,0.013,2.083,0.044,Controversial
7451,3.762,0.75,0.474,0.122,Fair
7454,2.68,0.013,0.602,0.03,Fair
7455,3.0,0.013,0.0,0.094,Fair
7457,3.5,0.013,0.0,0.194,Fair
7458,3.554,0.013,0.514,0.204,Overrated
7459,4.5,0.013,0.0,0.394,Overrated
7460,3.571,0.013,0.119,0.208,Overrated
7477,2.5,0.013,0.0,0.006,Fair
7479,4.0,0.0,0.0,0.3,Overrated
7481,4.0,0.013,0.333,0.294,Overrated
7482,4.071,0.013,0.264,0.308,Overrated
7486,4.75,0.013,0.125,0.444,Overrated
7487,4.0,0.013,0.0,0.294,Overrated
7492,4.0,0.013,0.0,0.294,Overrated
7493,4.0,0.0,0.0,0.3,Overrated
7541,3.25,0.013,0.25,0.144,Fair
7560,4.0,0.013,0.0,0.294,Overrated
7561,3.5,0.013,0.0,0.194,Fair
7562,2.5,0.013,0.0,0.006,Fair
7564,4.5,0.013,0.0,0.394,Overrated
7566,4.0,0.013,0.0,0.294,Overrated
7569,3.833,0.013,0.333,0.26,Overrated
7570,3.312,0.013,0.781,0.156,Fair
7572,4.5,0.0,0.0,0.4,Overrated
7573,3.125,0.013,0.839,0.119,Fair
7579,3.667,0.013,1.583,0.227,Controversial
7581,3.25,0.013,0.125,0.144,Fair
7584,4.0,0.0,0.0,0.3,Overrated
7587,4.0,0.013,0.667,0.294,Overrated
7614,4.5,0.0,0.5,0.4,Overrated
7615,4.5,0.013,0.0,0.394,Overrated
7616,2.5,0.013,0.0,0.006,Fair
7618,3.5,0.0,0.0,0.2,Fair
7619,3.667,0.0,0.083,0.233,Overrated
7620,4.0,0.013,0.0,0.294,Overrated
7624,2.75,0.013,0.175,0.044,Fair
7646,3.0,0.0,2.0,0.1,Controversial
7647,3.75,0.013,0.125,0.244,Overrated
7649,3.375,0.0,0.896,0.175,Fair
7650,2.75,0.013,1.125,0.044,Fair
7657,3.833,0.013,0.083,0.26,Overrated
7669,3.938,0.013,1.388,0.281,Controversial
7698,3.7,0.013,0.075,0.234,Overrated
7700,4.0,0.0,0.0,0.3,Overrated
7701,2.3,0.013,0.7,0.046,Fair
7702,3.5,0.013,0.0,0.194,Fair
7704,2.0,0.013,0.0,0.106,Fair
7705,4.0,0.0,0.0,0.3,Overrated
7706,4.125,0.013,0.062,0.319,Overrated
7707,2.0,0.013,0.0,0.106,Fair
7708,2.0,0.013,0.0,0.106,Fair
7713,4.0,0.0,0.0,0.3,Overrated
7714,4.0,0.0,0.0,0.3,Overrated
7716,3.5,0.013,0.0,0.194,Fair
7720,3.5,0.013,0.25,0.194,Fair
7727,3.0,0.013,0.0,0.094,Fair
7728,3.667,0.0,0.333,0.233,Overrated
7730,3.0,0.013,0.0,0.094,Fair
7743,3.5,0.013,2.0,0.194,Controversial
7745,4.0,0.013,0.0,0.294,Overrated
7748,3.875,0.0,0.396,0.275,Overrated
7749,4.0,0.013,0.0,0.294,Overrated
7753,3.5,0.013,0.0,0.194,Fair
7756,4.0,0.013,2.0,0.294,Controversial
7757,3.5,0.013,0.4,0.194,Fair
7762,3.625,0.013,0.229,0.219,Overrated
7766,4.0,0.0,0.0,0.3,Overrated
7767,4.75,0.013,0.125,0.444,Overrated
7772,3.5,0.013,0.0,0.194,Fair
7773,4.0,0.013,0.0,0.294,Overrated
7781,1.5,0.013,0.0,0.206,Underrated
7782,3.0,0.013,4.5,0.094,Controversial
7786,3.5,0.013,0.0,0.194,Fair
7789,4.0,0.0,0.0,0.3,Overrated
7802,3.938,0.013,0.46,0.281,Overrated
7810,3.333,0.013,0.333,0.16,Fair
7811,4.0,0.013,0.0,0.294,Overrated
7812,3.667,0.013,0.083,0.227,Overrated
7815,5.0,0.013,0.0,0.494,Overrated
7820,3.75,0.013,0.125,0.244,Overrated
7822,3.0,0.013,0.0,0.094,Fair
7826,3.5,0.013,0.0,0.194,Fair
7831,3.5,0.0,0.0,0.2,Fair
7832,3.5,0.0,0.0,0.2,Fair
7833,3.5,0.0,0.0,0.2,Fair
7834,4.0,0.0,0.0,0.3,Overrated
7835,3.5,0.0,0.0,0.2,Fair
7839,3.5,0.013,0.0,0.194,Fair
7840,3.167,0.013,0.583,0.127,Fair
7841,3.75,0.013,1.125,0.244,Overrated
7842,4.375,0.013,0.896,0.369,Overrated
7843,4.5,0.013,0.0,0.394,Overrated
7844,3.5,0.013,0.5,0.194,Fair
7845,2.7,0.013,1.45,0.034,Controversial
7846,3.0,0.013,0.167,0.094,Fair
7879,3.5,0.013,0.0,0.194,Fair
7882,3.0,0.013,0.0,0.094,Fair
7883,3.5,0.013,0.0,0.194,Fair
7884,3.25,0.013,1.125,0.144,Fair
7888,4.25,0.013,1.125,0.344,Overrated
7889,3.75,0.013,0.125,0.244,Overrated
7891,3.0,0.013,0.0,0.094,Fair
7894,3.5,0.013,0.5,0.194,Fair
7895,3.5,0.013,0.0,0.194,Fair
7896,3.5,0.013,0.0,0.194,Fair
7899,4.5,0.013,0.0,0.394,Overrated
7900,3.0,0.013,0.0,0.094,Fair
7916,3.5,0.013,0.0,0.194,Fair
7920,3.5,0.013,0.0,0.194,Fair
7924,3.5,0.0,0.0,0.2,Fair
7925,4.25,0.013,0.125,0.344,Overrated
7926,4.0,0.0,0.0,0.3,Overrated
7930,3.75,0.013,0.125,0.244,Overrated
7932,3.667,0.167,0.333,0.15,Fair
7934,4.0,0.0,0.083,0.3,Overrated
7936,4.0,0.0,0.0,0.3,Overrated
7937,3.5,0.013,0.5,0.194,Fair
7938,3.5,0.013,0.0,0.194,Fair
7939,4.5,0.013,0.0,0.394,Overrated
7940,4.5,0.013,0.0,0.394,Overrated
7943,4.0,0.013,0.0,0.294,Overrated
7944,3.0,0.013,0.0,0.094,Fair
7951,2.0,0.013,0.0,0.106,Fair
7976,4.5,0.013,0.0,0.394,Overrated
7979,3.5,0.013,0.0,0.194,Fair
7980,3.786,0.013,0.155,0.251,Overrated
7981,4.3,0.0,0.289,0.36,Overrated
7982,4.167,0.013,0.333,0.327,Overrated
7983,4.2,0.0,0.2,0.34,Overrated
7984,4.0,0.013,0.0,0.294,Overrated
7986,1.0,0.013,0.0,0.306,Underrated
7987,2.5,0.013,0.0,0.006,Fair
7988,2.0,0.013,0.0,0.106,Fair
7991,3.667,0.013,2.333,0.227,Controversial
7993,2.5,0.013,0.0,0.006,Fair
8008,4.0,0.013,0.75,0.294,Overrated
8010,4.0,0.013,0.0,0.294,Overrated
8011,4.0,0.0,0.0,0.3,Overrated
8012,3.667,0.013,0.333,0.227,Overrated
8014,4.25,0.0,0.292,0.35,Overrated
8015,3.5,0.013,0.0,0.194,Fair
8016,4.0,0.013,0.5,0.294,Overrated
8019,4.0,0.0,0.0,0.3,Overrated
8024,3.5,0.013,0.5,0.194,Fair
8025,4.5,0.013,0.0,0.394,Overrated
8033,3.667,0.0,0.333,0.233,Overrated
8035,3.5,0.013,0.0,0.194,Fair
8042,4.0,0.013,0.643,0.294,Overrated
8043,1.5,0.013,0.0,0.206,Underrated
8044,3.667,0.013,0.583,0.227,Overrated
8045,2.0,0.013,0.0,0.106,Fair
8057,3.0,0.013,0.0,0.094,Fair
8092,3.0,0.013,0.0,0.094,Fair
8093,3.5,0.013,0.0,0.194,Fair
8094,3.5,0.0,0.0,0.2,Fair
8117,4.0,0.013,0.0,0.294,Overrated
8118,4.0,0.013,0.0,0.294,Overrated
8119,3.0,0.013,2.25,0.094,Controversial
8121,2.0,0.013,2.0,0.106,Controversial
8125,4.0,0.013,0.0,0.294,Overrated
8126,3.5,0.013,0.0,0.194,Fair
8128,4.1,0.013,0.175,0.314,Overrated
8131,3.5,0.013,0.0,0.194,Fair
8132,4.333,0.013,0.375,0.36,Overrated
8138,4.0,0.013,0.0,0.294,Overrated
8142,4.5,0.013,0.75,0.394,Overrated
8143,3.5,0.013,0.0,0.194,Fair
8147,4.0,0.013,0.0,0.294,Overrated
8153,2.5,0.0,0.0,0.0,Fair
8154,3.75,0.013,0.775,0.244,Overrated
8157,3.5,0.013,0.625,0.194,Fair
8158,4.0,0.013,0.0,0.294,Overrated
8167,4.0,0.0,0.0,0.3,Overrated
8169,3.286,0.013,0.238,0.151,Fair
8183,3.167,0.0,0.333,0.133,Fair
8188,3.5,0.0,0.0,0.2,Fair
8189,3.0,0.013,0.0,0.094,Fair
8190,4.0,0.0,0.0,0.3,Overrated
8191,4.0,0.0,0.0,0.3,Overrated
8195,4.0,0.013,0.0,0.294,Overrated
8196,3.5,0.013,0.0,0.194,Fair
8197,4.0,0.0,0.0,0.3,Overrated
8199,2.5,0.013,4.5,0.006,Controversial
8207,4.083,0.0,0.142,0.317,Overrated
8225,4.0,0.013,0.0,0.294,Overrated
8228,3.812,0.0,0.762,0.262,Overrated
8232,3.5,0.013,0.0,0.194,Fair
8235,4.0,0.0,2.0,0.3,Controversial
8238,5.0,0.013,0.0,0.494,Overrated
8239,4.0,0.013,0.0,0.294,Overrated
8241,4.0,0.013,0.0,0.294,Overrated
8253,3.4,0.013,1.3,0.174,Controversial
8254,4.25,0.013,0.375,0.344,Overrated
8261,4.167,0.013,0.083,0.327,Overrated
8264,3.5,0.013,0.0,0.194,Fair
8266,2.7,0.0,0.7,0.04,Fair
8268,4.25,0.013,0.125,0.344,Overrated
8270,3.75,0.013,0.125,0.244,Overrated
8275,3.5,0.0,0.0,0.2,Fair
8290,1.0,0.013,0.0,0.306,Underrated
8293,3.5,0.013,0.0,0.194,Fair
8302,3.5,0.013,0.0,0.194,Fair
8327,4.25,0.013,1.125,0.344,Overrated
8331,4.0,0.013,0.0,0.294,Overrated
8335,3.5,0.0,0.0,0.2,Fair
8336,3.5,0.013,0.0,0.194,Fair
8337,4.0,-1.0,0.0,0.8,Overrated
8338,4.0,0.0,0.0,0.3,Overrated
8340,3.786,0.013,0.238,0.251,Overrated
8341,3.833,0.0,0.333,0.267,Overrated
8360,3.61,0.0,0.782,0.222,Overrated
8361,3.049,0.013,0.753,0.103,Fair
8362,2.75,0.013,0.417,0.044,Fair
8363,3.75,0.013,1.125,0.244,Overrated
8364,3.375,0.013,0.396,0.169,Fair
8366,3.9,0.0,0.329,0.28,Overrated
8368,3.92,0.5,0.534,0.034,Fair
8369,2.625,0.013,0.396,0.019,Fair
8370,3.958,0.013,0.248,0.285,Overrated
8371,3.413,0.013,0.606,0.176,Fair
8372,2.75,0.013,2.917,0.044,Controversial
8373,2.409,0.013,0.341,0.025,Fair
8375,2.5,0.0,0.0,0.0,Fair
8376,3.392,1.0,0.988,0.322,Underrated
8378,4.0,0.013,0.0,0.294,Overrated
8379,3.0,0.0,0.0,0.1,Fair
8380,2.5,0.013,0.0,0.006,Fair
8382,2.5,0.0,0.0,0.0,Fair
8383,1.0,0.013,0.0,0.306,Underrated
8385,3.0,0.013,0.0,0.094,Fair
8387,1.25,0.013,0.125,0.256,Underrated
8391,3.0,0.013,0.0,0.094,Fair
8402,2.0,0.013,0.0,0.106,Fair
8405,4.5,0.013,0.0,0.394,Overrated
8410,3.5,0.013,0.0,0.194,Fair
8424,4.0,0.0,0.0,0.3,Overrated
8425,2.0,0.013,0.0,0.106,Fair
8426,4.0,0.013,0.0,0.294,Overrated
8427,1.5,0.013,0.0,0.206,Underrated
8446,2.5,0.0,0.0,0.0,Fair
8447,1.0,0.013,0.0,0.306,Underrated
8450,3.0,0.013,0.0,0.094,Fair
8451,3.25,0.013,0.125,0.144,Fair
8454,3.5,0.013,0.0,0.194,Fair
8456,4.0,0.013,0.0,0.294,Overrated
8458,3.5,0.013,0.0,0.194,Fair
8459,3.5,0.013,0.0,0.194,Fair
8461,3.5,0.013,0.0,0.194,Fair
8462,3.0,0.013,0.0,0.094,Fair
8463,4.0,0.0,0.0,0.3,Overrated
8464,3.571,0.0,0.719,0.214,Overrated
8465,3.5,0.013,0.0,0.194,Fair
8477,4.5,0.0,0.5,0.4,Overrated
8481,3.0,0.013,0.0,0.094,Fair
8482,3.5,0.013,0.0,0.194,Fair
8484,4.5,0.013,0.0,0.394,Overrated
8487,3.5,0.013,0.5,0.194,Fair
8491,3.667,0.013,0.333,0.227,Overrated
8492,3.25,0.013,0.125,0.144,Fair
8493,3.083,0.013,0.842,0.11,Fair
8495,2.5,0.013,0.0,0.006,Fair
8500,2.5,0.013,0.0,0.006,Fair
8501,3.625,0.013,0.229,0.219,Overrated
8502,3.0,0.013,0.0,0.094,Fair
8506,2.25,0.013,0.125,0.056,Fair
8507,3.167,0.0,0.188,0.133,Fair
8511,4.5,0.013,0.0,0.394,Overrated
8512,3.5,0.013,0.0,0.194,Fair
8518,3.5,0.013,0.0,0.194,Fair
8521,3.5,0.013,0.0,0.194,Fair
8526,2.625,0.013,0.562,0.019,Fair
8528,3.632,0.013,0.793,0.22,Overrated
8529,3.38,0.013,0.758,0.17,Fair
8530,3.75,0.0,0.125,0.25,Overrated
8531,2.833,0.013,0.567,0.06,Fair
8532,2.5,0.013,0.0,0.006,Fair
8533,3.566,-0.333,1.259,0.38,Controversial
8534,3.5,0.013,0.0,0.194,Fair
8535,4.0,0.013,0.0,0.294,Overrated
8542,4.0,0.013,0.75,0.294,Overrated
8571,3.5,0.013,0.0,0.194,Fair
8574,2.5,0.013,0.0,0.006,Fair
8575,3.0,0.013,0.0,0.094,Fair
8577,4.0,0.013,0.0,0.294,Overrated
8578,3.167,0.013,0.083,0.127,Fair
8580,5.0,0.0,0.0,0.5,Overrated
8581,4.0,0.013,0.167,0.294,Overrated
8582,4.25,0.013,0.125,0.344,Overrated
8587,3.5,0.013,0.0,0.194,Fair
8588,4.0,0.013,0.0,0.294,Overrated
8591,3.5,0.013,0.0,0.194,Fair
8593,4.0,0.013,0.0,0.294,Overrated
8596,3.25,0.013,0.125,0.144,Fair
8600,3.75,0.013,0.125,0.244,Overrated
8601,4.0,0.013,0.0,0.294,Overrated
8604,3.2,0.013,1.325,0.134,Controversial
8605,3.25,0.013,3.125,0.144,Controversial
8607,3.9,0.0,0.55,0.28,Overrated
8609,3.25,0.0,0.125,0.15,Fair
8610,2.5,0.013,2.0,0.006,Controversial
8611,3.5,0.013,0.0,0.194,Fair
8614,3.0,0.013,0.5,0.094,Fair
8617,3.0,0.013,0.0,0.094,Fair
8620,2.5,0.013,0.0,0.006,Fair
8622,3.569,0.0,0.374,0.214,Overrated
8623,3.273,0.013,0.318,0.148,Fair
8626,1.5,0.013,0.0,0.206,Underrated
8633,3.571,0.013,0.786,0.208,Overrated
8636,3.819,0.0,0.698,0.264,Overrated
8638,3.7,0.0,1.1,0.24,Overrated
8640,2.962,0.013,1.061,0.086,Fair
8641,3.784,0.286,0.536,0.114,Fair
8643,3.278,0.013,0.819,0.149,Fair
8644,3.583,0.013,0.569,0.21,Overrated
8645,3.938,0.0,0.174,0.288,Overrated
8650,3.5,0.013,0.0,0.194,Fair
8656,3.75,0.013,1.125,0.244,Overrated
8665,3.84,0.013,0.569,0.262,Overrated
8666,1.571,0.013,0.202,0.192,Fair
8667,3.5,0.013,0.0,0.194,Fair
8670,4.0,0.013,0.0,0.294,Overrated
8677,2.0,0.013,0.0,0.106,Fair
8684,3.5,0.013,0.0,0.194,Fair
8685,3.5,0.013,0.0,0.194,Fair
8690,4.0,0.013,0.0,0.294,Overrated
8695,3.0,0.0,0.75,0.1,Fair
8711,3.0,0.013,0.0,0.094,Fair
8712,3.0,0.013,0.0,0.094,Fair
8713,3.0,0.013,0.0,0.094,Fair
8714,2.5,0.0,0.0,0.0,Fair
8718,3.5,0.013,0.5,0.194,Fair
8720,2.0,0.013,0.0,0.106,Fair
8724,4.25,0.013,0.125,0.344,Overrated
8727,2.0,0.013,0.0,0.106,Fair
8730,4.0,0.013,0.5,0.294,Overrated
8738,5.0,0.013,0.0,0.494,Overrated
8743,3.0,0.013,0.5,0.094,Fair
8748,4.0,0.013,0.5,0.294,Overrated
8753,3.5,0.013,0.0,0.194,Fair
8754,4.0,1.0,0.0,0.2,Fair
8755,3.0,0.013,0.0,0.094,Fair
8771,3.0,0.013,0.0,0.094,Fair
8773,3.0,0.013,0.0,0.094,Fair
8774,3.5,0.013,0.0,0.194,Fair
8778,3.75,0.013,0.125,0.244,Overrated
8781,3.038,0.013,0.228,0.101,Fair
8782,2.75,0.013,0.125,0.044,Fair
8783,3.185,0.333,0.83,0.03,Fair
8784,3.771,0.0,0.627,0.254,Overrated
8795,4.5,0.013,0.0,0.394,Overrated
8796,3.1,0.0,1.425,0.12,Controversial
8798,3.778,0.013,0.574,0.249,Overrated
8799,2.167,0.013,0.583,0.073,Fair
8800,4.5,0.013,0.0,0.394,Overrated
8804,5.0,0.013,0.0,0.494,Overrated
8807,3.559,0.013,0.618,0.205,Overrated
8808,2.5,0.013,0.75,0.006,Fair
8809,3.25,0.0,1.125,0.15,Fair
8810,2.806,0.013,1.357,0.055,Controversial
8813,4.0,0.013,0.5,0.294,Overrated
8814,2.6,0.013,0.175,0.014,Fair
8815,2.5,0.013,0.75,0.006,Fair
8827,4.0,0.0,0.625,0.3,Overrated
8830,1.75,0.013,0.125,0.156,Fair
8831,3.5,0.013,0.0,0.194,Fair
8832,3.25,0.013,0.125,0.144,Fair
8833,3.5,0.013,0.0,0.194,Fair
8835,2.333,0.013,1.333,0.04,Controversial
8836,3.333,0.013,0.583,0.16,Fair
8838,4.125,0.0,0.396,0.325,Overrated
8840,1.0,0.013,0.0,0.306,Underrated
8844,3.0,0.013,0.0,0.094,Fair
8848,3.5,0.013,0.5,0.194,Fair
8860,2.875,0.013,0.696,0.069,Fair
8861,2.867,0.013,0.981,0.067,Fair
8864,2.667,0.013,0.583,0.027,Fair
8865,2.632,0.013,0.996,0.02,Fair
8866,3.111,0.013,1.049,0.116,Fair
8869,3.333,0.013,1.767,0.16,Controversial
8870,2.5,0.013,0.375,0.006,Fair
8873,3.796,0.013,0.659,0.253,Overrated
8874,4.019,0.0,0.867,0.304,Overrated
8875,4.0,0.0,0.0,0.3,Overrated
8879,3.25,0.333,0.575,0.017,Fair
8880,3.429,0.0,0.702,0.186,Fair
8894,1.5,0.013,0.0,0.206,Underrated
8905,2.5,0.013,0.0,0.006,Fair
8906,2.667,0.013,0.583,0.027,Fair
8907,2.5,0.013,0.682,0.006,Fair
8908,3.667,0.013,0.267,0.227,Overrated
8910,3.455,0.013,0.95,0.184,Fair
8911,5.0,0.013,0.0,0.494,Overrated
8912,1.75,0.013,0.125,0.156,Fair
8914,3.806,0.0,0.622,0.261,Overrated
8915,3.5,0.013,0.0,0.194,Fair
8916,3.0,0.013,0.25,0.094,Fair
8917,3.485,0.013,1.258,0.191,Controversial
8918,3.0,0.013,0.0,0.094,Fair
8919,4.25,0.013,0.125,0.344,Overrated
8920,3.5,1.0,0.0,0.3,Underrated
8921,3.5,0.013,0.0,0.194,Fair
8928,3.667,0.013,0.333,0.227,Overrated
8933,4.0,0.013,0.0,0.294,Overrated
8934,1.0,0.013,0.0,0.306,Underrated
8937,3.562,0.013,0.388,0.206,Overrated
8938,4.0,0.0,0.0,0.3,Overrated
8939,3.667,0.013,0.583,0.227,Overrated
8943,1.75,0.0,1.125,0.15,Fair
8946,2.75,0.013,0.125,0.044,Fair
8947,2.3,0.013,0.233,0.046,Fair
8948,2.333,0.013,0.333,0.04,Fair
8949,3.75,0.0,0.833,0.25,Overrated
8950,4.0,-0.143,0.526,0.371,Overrated
8951,3.0,0.0,2.0,0.1,Controversial
8952,3.5,0.013,0.0,0.194,Fair
8954,4.0,0.013,0.0,0.294,Overrated
8955,3.0,0.013,0.0,0.094,Fair
8957,3.533,0.143,0.689,0.135,Fair
8958,3.684,0.0,0.645,0.237,Overrated
8959,2.5,0.013,0.75,0.006,Fair
8961,3.872,0.0,0.496,0.274,Overrated
8964,3.0,0.013,0.0,0.094,Fair
8965,3.136,0.013,1.155,0.121,Fair
8966,3.125,0.013,1.196,0.119,Fair
8967,2.167,0.013,0.583,0.073,Fair
8968,3.583,0.013,0.742,0.21,Overrated
8969,3.025,0.013,0.828,0.099,Fair
8970,3.609,0.0,0.705,0.222,Overrated
8972,3.263,0.013,0.834,0.146,Fair
8973,3.75,0.013,1.0,0.244,Overrated
8974,3.0,0.013,2.0,0.094,Controversial
8977,2.2,0.013,0.956,0.066,Fair
8978,2.5,0.013,0.0,0.006,Fair
8979,4.0,0.0,0.0,0.3,Overrated
8981,3.719,0.013,0.532,0.237,Overrated
8982,3.0,0.013,0.0,0.094,Fair
8983,3.519,0.0,0.39,0.204,Overrated
8984,3.357,0.013,0.894,0.165,Fair
8985,3.0,0.013,0.654,0.094,Fair
8987,3.0,0.013,0.0,0.094,Fair
8989,3.5,0.013,0.0,0.194,Fair
8998,4.0,0.0,0.0,0.3,Overrated
9004,2.0,0.013,0.0,0.106,Fair
9005,2.0,0.013,0.0,0.106,Fair
9008,2.5,0.013,0.0,0.006,Fair
9010,4.1,0.0,1.05,0.32,Overrated
9018,4.333,0.0,0.333,0.367,Overrated
25746,3.0,0.013,0.0,0.094,Fair
25750,3.0,0.013,2.0,0.094,Controversial
25752,4.0,0.013,0.0,0.294,Overrated
25753,4.0,0.0,0.0,0.3,Overrated
25757,4.0,0.013,0.0,0.294,Overrated
25769,4.5,0.013,0.0,0.394,Overrated
25771,4.5,0.333,0.333,0.233,Overrated
25773,4.0,0.013,0.0,0.294,Overrated
25788,3.75,0.013,0.125,0.244,Overrated
25795,3.5,0.013,0.0,0.194,Fair
25797,3.5,0.013,0.0,0.194,Fair
25805,4.5,0.013,0.0,0.394,Overrated
25825,4.333,0.0,0.083,0.367,Overrated
25826,3.5,0.013,0.0,0.194,Fair
25827,3.5,0.013,0.0,0.194,Fair
25833,4.0,0.013,0.0,0.294,Overrated
25834,4.0,0.013,0.0,0.294,Overrated
25841,4.167,0.0,0.083,0.333,Overrated
25850,4.25,0.013,0.125,0.344,Overrated
25856,3.25,0.013,0.125,0.144,Fair
25865,4.0,0.0,0.0,0.3,Overrated
25870,3.5,0.013,0.0,0.194,Fair
25886,4.0,0.0,0.5,0.3,Overrated
25887,5.0,0.013,0.0,0.494,Overrated
25898,4.0,0.013,0.0,0.294,Overrated
25905,3.5,0.013,0.0,0.194,Fair
25906,5.0,0.013,0.0,0.494,Overrated
25923,3.5,0.013,0.0,0.194,Fair
25927,3.0,0.013,0.0,0.094,Fair
25937,3.333,0.013,0.083,0.16,Fair
25940,3.5,0.0,0.0,0.2,Fair
25946,3.5,0.013,0.0,0.194,Fair
25947,5.0,0.013,0.0,0.494,Overrated
25952,4.0,0.0,0.0,0.3,Overrated
25959,2.5,0.013,0.0,0.006,Fair
25962,3.0,0.013,0.0,0.094,Fair
25963,4.0,0.013,0.0,0.294,Overrated
25996,3.5,0.013,0.0,0.194,Fair
25999,3.5,0.013,0.0,0.194,Fair
26002,3.5,0.013,0.0,0.194,Fair
26003,4.5,0.013,0.0,0.394,Overrated
26038,4.0,0.013,0.0,0.294,Overrated
26048,4.5,0.013,0.0,0.394,Overrated
26052,2.75,0.013,3.125,0.044,Controversial
26059,4.5,0.013,0.0,0.394,Overrated
26073,5.0,0.013,0.0,0.494,Overrated
26078,5.0,0.013,0.0,0.494,Overrated
26082,4.5,0.013,0.25,0.394,Overrated
26084,3.9,0.013,0.425,0.274,Overrated
26116,4.5,0.013,0.5,0.394,Overrated
26122,4.5,0.013,0.0,0.394,Overrated
26124,2.0,0.013,0.0,0.106,Fair
26131,4.3,0.0,0.575,0.36,Overrated
26133,4.0,0.013,0.8,0.294,Overrated
26142,2.0,0.013,0.0,0.106,Fair
